定刻,出発時間,行先,,ゲート番号,滑走路,滑走路到着時間,遅延
10:00,10:00.0,成田,,D4,34R,10:11.5,0
10:00,10:00.0,東京,,D8,34L,10:11.1,0
10:00,10:00.6,徳島,,D6,34L,10:12.1,1
10:05,10:05.0,成田,,D5,34R,10:16.3,0
10:05,10:05.7,対馬,,D81,34L,10:13.1,1
10:10,10:10.0,東京,,D9,34L,10:20.6,0
10:10,10:10.3,仙台,,D81,34R,10:17.3,1
10:10,10:10.0,名古屋/中部,,D12,34R,10:19.4,0
10:15,10:15.0,東京,,D2,34R,10:26.7,0
10:30,10:30.0,ハノイ,,I55,34L,10:36.5,0
10:35,10:35.0,宮崎,,D6,34R,10:46.1,0
10:45,,成田,,着陸,34L,10:45.0,0
10:45,,静岡,,着陸,34L,10:46.0,1
10:50,,プサン,,着陸,34L,10:50.0,0
10:50,,東京,,着陸,34R,10:50.0,0
10:55,,小松,,着陸,34R,10:55.0,0
10:55,,成田,,着陸,34L,10:55.0,0
10:55,,名古屋/中部,,着陸,34R,10:56.0,1
10:55,10:55.0,名古屋/小牧,,D1,34L,11:7.3,0
10:55,10:55.0,台北/桃園,,I53,34R,11:3.4,0
11:00,,ソウル/仁川,,着陸,34R,11:4.5,5
11:00,,東京,,着陸,34R,11:5.5,6
11:00,11:00.0,東京,,D7,34R,11:10.9,0
11:05,,ソウル/仁川,,着陸,34L,11:8.4,4
11:05,,大阪,,着陸,34L,11:9.4,5
11:10,,関西,,着陸,34L,11:10.4,1
11:10,,東京,,着陸,34L,11:11.4,2
11:10,11:10.0,東京,,D10,34R,11:19.9,0
11:15,,新潟,,着陸,34L,11:15.0,0
11:15,,東京,,着陸,34L,11:16.0,1
11:15,11:15.0,静岡,,D3,34L,11:27.0,0
11:20,,台北/桃園,,着陸,34R,11:21.0,1
11:25,,沖縄/那覇,,着陸,34R,11:25.0,0
11:25,,高知,,着陸,34R,11:26.0,1
11:25,11:25.0,札幌/新千歳,,D4,34R,11:36.5,0
11:30,,東京,,着陸,34L,11:30.0,0
11:30,,沖縄/那覇,,着陸,34L,11:31.0,1
11:30,,東京,,着陸,34L,11:32.0,2
11:30,11:30.0,小松,,D81,34L,11:37.5,0
11:35,11:35.0,成田,,D1,34R,11:46.9,0
11:40,11:40.0,札幌/新千歳,,D6,34L,11:51.6,0
11:40,11:40.0,いわて花巻,,D5,34R,11:51.3,0
11:40,11:42.7,名古屋/中部,,D11,34R,11:52.3,3
11:45,11:45.0,東京,,D8,34L,11:56.1,0
11:45,11:45.2,プサン,,I54,34R,11:53.3,1
11:50,,宮崎,,着陸,34R,11:54.4,5
11:50,11:50.0,東京,,D11,34R,11:59.7,0
11:55,,名古屋/小牧,,着陸,34L,11:57.2,3
11:55,,茨城,,着陸,34L,11:58.2,4
11:55,11:55.0,沖縄/那覇,,D2,34L,12:7.2,0
11:55,11:55.0,松山,,D6,34R,12:6.1,0
12:00,,札幌/新千歳,,着陸,34R,12:7.2,8
12:00,,大阪,,着陸,34R,12:8.2,9
12:00,,東京,,着陸,34L,12:8.3,9
12:00,12:02.2,大阪,,D82,34R,12:9.1,3
12:00,12:00.0,東京,,D7,34L,12:11.4,0
12:05,12:05.0,沖縄/那覇,,D9,34R,12:15.1,0
12:05,12:05.9,ソウル/仁川,,I55,34L,12:12.4,1
12:10,,出雲,,着陸,34L,12:13.5,4
12:10,,沖縄/那覇,,着陸,34L,12:14.5,5
12:10,,東京,,着陸,34L,12:15.5,6
12:10,12:10.0,東京,,D3,34R,12:21.6,0
12:15,,宮崎,,着陸,34L,12:16.5,2
12:20,,仙台,,着陸,34L,12:20.0,0
12:20,12:20.0,台北/桃園,,I53,34L,12:26.9,0
12:25,,東京,,着陸,34R,12:25.0,0
12:25,12:25.0,東京,,D10,34R,12:34.9,0
12:25,12:25.0,石垣,,D1,34L,12:37.3,0
12:25,12:29.0,宮崎,,D82,34R,12:35.9,4
12:30,12:30.0,信州松本,,D5,34R,12:41.3,0
12:30,12:30.8,仙台,,D81,34L,12:38.3,1
12:35,12:35.0,札幌/新千歳,,D12,34L,12:44.9,0
12:35,12:35.0,沖縄/那覇,,D4,34R,12:46.5,0
12:40,,徳島,,着陸,34L,12:46.0,6
12:40,12:40.7,ソウル/仁川,,I56,34L,12:46.9,1
12:50,,東京,,着陸,34R,12:50.0,0
12:50,,沖縄/那覇,,着陸,34L,12:50.0,0
12:50,12:50.0,名古屋/中部,,D81,34R,12:57.1,0
12:50,12:50.0,宮崎,,D11,34L,13:0.1,0
12:50,12:50.0,東京,,D6,34R,13:1.1,0
12:55,12:55.0,沖縄/那覇,,D11,34L,13:5.1,0
13:00,13:00.0,東京,,D8,34R,13:10.7,0
13:00,13:00.0,屋久島,,D81,34L,13:7.5,0
13:05,,沖縄/那覇,,着陸,34L,13:8.6,4
13:10,,東京,,着陸,34L,13:10.0,0
13:10,,札幌/新千歳,,着陸,34L,13:11.0,1
13:15,,香港,,着陸,34R,13:15.0,0
13:15,,沖縄/那覇,,着陸,34L,13:15.0,0
13:15,13:15.0,松山,,D6,34R,13:26.1,0
13:20,,仙台,,着陸,34L,13:20.0,0
13:20,13:20.0,東京,,D9,34L,13:30.6,0
13:25,,東京,,着陸,34R,13:27.2,3
13:25,,福江,,着陸,34R,13:28.2,4
13:25,13:25.0,沖縄/那覇,,D12,34R,13:34.4,0
13:35,,名古屋/中部,,着陸,34L,13:35.0,0
13:40,,札幌/新千歳,,着陸,34R,13:40.0,0
13:40,,東京,,着陸,34L,13:40.0,0
13:45,,台北/桃園,,着陸,34R,13:45.0,0
13:50,,屋久島,,着陸,34L,13:50.0,0
13:50,13:50.0,沖縄/那覇,,D11,34R,13:59.7,0
13:50,13:50.0,東京,,D5,34L,14:1.7,0
13:55,,東京,,着陸,34R,14:0.8,6
13:55,,対馬,,着陸,34R,14:1.8,7
13:55,13:55.0,仙台,,D11,34R,14:4.7,0
14:00,,松山,,着陸,34L,14:2.8,3
14:00,14:00.0,関西,,D2,34L,14:12.2,0
14:00,14:00.0,札幌/新千歳,,D4,34R,14:11.5,0
14:05,,新潟,,着陸,34R,14:12.6,8
14:05,,東京,,着陸,34L,14:13.3,9
14:05,,プサン,,着陸,34R,14:13.6,9
14:05,14:06.7,対馬,,D81,34L,14:14.2,2
14:05,14:05.0,東京,,D7,34R,14:15.9,0
14:15,,沖縄/那覇,,着陸,34L,14:15.3,1
14:15,14:15.0,東京,,D10,34L,14:25.4,0
14:15,14:15.0,東京,,D6,34R,14:26.1,0
14:15,14:19.5,香港,,I53,34L,14:26.4,5
14:20,,大阪,,着陸,34R,14:27.2,8
14:25,,東京,,着陸,34L,14:27.5,3
14:25,,成田,,着陸,34R,14:28.2,4
14:25,14:25.0,札幌/新千歳,,D8,34L,14:36.1,0
14:25,14:25.0,小松,,D82,34R,14:31.9,0
14:30,,マニラ,,着陸,34R,14:33.0,3
14:30,,東京,,着陸,34R,14:34.0,4
14:30,14:30.0,宮崎,,D6,34R,14:41.1,0
14:30,14:30.0,鹿児島,,D81,34L,14:37.5,0
14:40,14:40.0,新潟,,D3,34L,14:52.0,0
14:45,14:45.0,名古屋/中部,,D1,34R,14:56.9,0
14:45,14:45.0,東京,,D1,34L,14:57.3,0
14:45,14:50.2,台北/桃園,,I56,34R,14:57.9,6
14:55,,マニラ,,着陸,34L,14:58.4,4
14:55,,東京,,着陸,34R,14:59.0,4
14:55,14:55.0,プサン,,I54,34L,15:1.7,0
15:00,,小松,,着陸,34R,15:0.0,0
15:00,,宮崎,,着陸,34R,15:1.0,1
15:00,,沖縄/那覇,,着陸,34R,15:2.0,2
15:00,15:00.0,沖縄/那覇,,D11,34L,15:10.1,0
15:00,15:00.0,東京,,D9,34R,15:10.1,0
15:00,15:01.0,大阪,,D11,34L,15:11.1,1
15:00,15:04.3,宮崎,,D82,34R,15:11.1,5
15:05,,名古屋/中部,,着陸,34L,15:12.2,8
15:10,,東京,,着陸,34R,15:12.2,3
15:10,15:10.0,成田,,D4,34L,15:21.9,0
15:10,15:10.0,東京,,D2,34R,15:21.7,0
15:15,,名古屋/中部,,着陸,34R,15:22.8,8
15:20,,松山,,着陸,34L,15:23.0,3
15:25,15:25.0,東京,,D7,34R,15:35.9,0
15:30,15:30.0,マニラ,,I55,34L,15:36.5,0
15:35,,東京,,着陸,34R,15:37.0,2
15:35,15:35.0,宮崎,,D10,34L,15:45.4,0
15:40,,東京,,着陸,34R,15:40.0,0
15:45,,対馬,,着陸,34R,15:45.0,0
15:50,,東京,,着陸,34R,15:50.0,0
15:50,15:50.0,大阪,,D11,34L,16:0.1,0
15:50,15:50.0,沖縄/那覇,,D6,34R,16:1.1,0
15:55,,沖縄/那覇,,着陸,34L,16:1.2,7
15:55,15:55.0,対馬,,D81,34L,16:2.5,0
15:55,15:55.0,名古屋/中部,,D1,34R,16:6.9,0
15:55,15:55.0,東京,,D6,34L,16:6.6,0
15:55,16:00.7,マニラ,,I53,34L,16:7.6,6
16:00,,信州松本,,着陸,34R,16:8.0,8
16:00,,名古屋/中部,,着陸,34L,16:8.7,9
16:00,16:00.0,名古屋/中部,,D5,34R,16:11.3,0
16:05,,沖縄/那覇,,着陸,34L,16:9.7,5
16:10,,東京,,着陸,34L,16:10.7,1
16:10,,いわて花巻,,着陸,34L,16:11.7,2
16:10,16:10.0,東京,,D8,34R,16:20.7,0
16:15,,成田,,着陸,34L,16:15.0,0
16:15,16:15.0,大阪,,D81,34L,16:22.5,0
16:20,,大阪,,着陸,34R,16:21.8,2
16:20,,沖縄/那覇,,着陸,34R,16:22.8,3
16:20,16:20.0,東京,,D9,34L,16:30.6,0
16:20,16:20.0,東京,,D3,34R,16:31.6,0
16:25,,天草,,着陸,34L,16:31.7,7
16:30,16:30.0,名古屋/小牧,,D2,34R,16:41.7,0
16:30,16:30.0,仙台,,D82,34L,16:37.4,0
16:35,,沖縄/那覇,,着陸,34L,16:38.5,4
16:40,,宮崎,,着陸,34L,16:40.0,0
16:45,,ソウル/仁川,,着陸,34L,16:45.0,0
16:45,,札幌/新千歳,,着陸,34R,16:45.0,0
16:45,16:45.0,沖縄/那覇,,D6,34R,16:56.1,0
16:45,16:45.0,松山,,D11,34L,16:55.1,0
16:50,,東京,,着陸,34L,16:56.2,7
16:50,,鹿児島,,着陸,34L,16:57.2,8
16:55,,仙台,,着陸,34R,16:57.2,3
16:55,16:55.0,天草,,D81,34L,17:2.5,0
16:55,16:55.0,沖縄/那覇,,D1,34R,17:6.9,0
16:55,16:55.0,東京,,D7,34L,17:6.4,0
17:00,,ソウル/仁川,,着陸,34L,17:7.5,8
17:00,,札幌/新千歳,,着陸,34R,17:8.0,8
17:00,,東京,,着陸,34L,17:8.5,9
17:00,,東京,,着陸,34R,17:9.0,9
17:00,17:02.0,福江,,D82,34L,17:9.4,2
17:00,17:00.0,成田,,D4,34R,17:11.5,0
17:00,17:00.0,沖縄/那覇,,D1,34L,17:12.3,0
17:05,,宮崎,,着陸,34R,17:12.6,8
17:05,17:05.0,東京,,D10,34L,17:15.4,0
17:10,,石垣,,着陸,34R,17:13.6,4
17:15,,関西,,着陸,34R,17:15.0,0
17:15,17:15.0,高知,,D12,34R,17:24.4,0
17:20,17:20.0,沖縄/那覇,,D5,34L,17:31.7,0
17:25,17:25.0,新潟,,D81,34R,17:32.1,0
17:30,17:30.0,東京,,D8,34L,17:41.1,0
17:30,17:30.0,出雲,,D81,34R,17:37.1,0
17:35,,対馬,,着陸,34R,17:38.2,4
17:35,17:35.0,ソウル/仁川,,I54,34R,17:43.2,0
17:40,,成田,,着陸,34L,17:42.2,3
17:40,17:40.0,小松,,D82,34L,17:47.4,0
17:40,17:40.0,東京,,D3,34R,17:51.6,0
17:45,,東京,,着陸,34L,17:48.5,4
17:45,,宮崎,,着陸,34L,17:49.5,5
17:45,17:45.0,大阪,,D11,34L,17:55.1,0
17:50,,沖縄/那覇,,着陸,34R,17:52.7,3
17:50,,東京,,着陸,34R,17:53.7,4
17:50,17:50.0,東京,,D9,34R,18:0.1,0
17:55,,東京,,着陸,34L,17:56.2,2
17:55,,小松,,着陸,34L,17:57.2,3
17:55,17:55.0,沖縄/那覇,,D1,34L,18:7.3,0
18:00,,台北/桃園,,着陸,16L,18:4.2,5
18:00,,名古屋/小松,,着陸,16L,18:5.2,6
18:00,,東京,,着陸,16L,18:6.2,7
18:00,,沖縄/那覇,,着陸,16L,18:7.2,8
18:00,18:04.8,関西,,D2,16L,18:8.1,5
18:00,18:06.0,東京,,D6,16L,18:9.1,7
18:00,18:04.1,ソウル/仁川,,I53,16L,18:10.1,5
18:05,,台北/桃園,,着陸,16L,18:11.2,7
18:10,,静岡,,着陸,16R,18:11.4,2
18:10,18:10.0,対馬,,D81,16L,18:16.3,0
18:15,,名古屋/中部,,着陸,16R,18:15.0,0
18:20,,東京,,着陸,16R,18:20.0,0
18:20,,仙台,,着陸,16L,18:20.0,0
18:25,,大阪,,着陸,16L,18:25.0,0
18:25,18:25.0,徳島,,D12,16R,18:29.9,0
18:25,18:25.0,宮崎,,D82,16L,18:31.4,0
18:30,,仙台,,着陸,16R,18:31.0,1
18:30,18:30.0,静岡,,D5,16R,18:33.6,0
18:30,18:30.0,名古屋/中部,,D11,16L,18:34.0,0
18:35,18:35.0,東京,,D10,16R,18:39.3,0
18:35,18:35.0,沖縄/那覇,,D7,16L,18:38.4,0
18:35,18:35.9,茨城,,D3,16L,18:39.4,1
18:40,,天草,,着陸,16R,18:40.4,1
18:40,,成田,,着陸,16L,18:40.5,1
18:40,18:40.0,名古屋/小牧,,D1,16R,18:44.1,0
18:40,18:40.0,成田,,D1,16L,18:43.5,0
18:40,18:40.9,成田,,D4,16L,18:44.5,1
18:50,,松山,,着陸,16R,18:50.0,0
18:55,,東京,,着陸,16L,18:55.0,0
18:55,18:55.0,大阪,,D6,16R,18:58.8,0
19:00,,福江,,着陸,16L,19:0.0,0
19:00,,成田,,着陸,16R,19:0.0,0
19:00,,東京,,着陸,16L,19:1.0,1
19:00,19:00.0,仙台,,D82,16R,19:7.1,0
19:00,19:00.0,東京,,D11,16L,19:4.0,0
19:00,,台北/桃園,,欠航,,,
19:05,19:05.0,東京,,D8,16L,19:7.9,0
19:10,,信州松本,,着陸,16R,19:10.0,0
19:10,19:10.0,天草,,D81,16L,19:16.3,0
19:10,19:10.0,大阪,,D6,16R,19:13.8,0
19:10,,台北/桃園,,欠航,,,
19:15,19:15.0,東京,,D9,16R,19:19.1,0
19:20,,高雄,,着陸,16L,19:20.0,0
19:20,,東京,,着陸,16R,19:20.2,1
19:20,19:20.0,宮崎,,D11,16L,19:24.0,0
19:20,19:20.0,成田,,D2,16R,19:24.1,0
19:25,,名古屋/中部,,着陸,16L,19:25.1,1
19:30,19:30.0,宮崎,,D82,16R,19:37.1,0
19:35,,沖縄/那覇,,着陸,16L,19:35.0,0
19:35,,札幌/新千歳,,着陸,16L,19:36.0,1
19:35,,静岡,,着陸,16L,19:37.0,2
19:40,,高知,,着陸,16L,19:40.0,0
19:40,,成田,,着陸,16R,19:40.0,0
19:40,19:40.0,成田,,D4,16L,19:43.7,0
19:50,,対馬,,着陸,16R,19:50.0,0
19:50,19:50.0,東京,,D10,16L,19:53.7,0
19:55,,東京,,着陸,16R,19:55.0,0
19:55,19:55.0,静岡,,D1,16L,19:58.5,0
20:00,,台北/桃園,,着陸,16R,20:0.0,0
20:00,,奄美大島,,着陸,16L,20:0.0,0
20:00,,名古屋/中部,,着陸,16L,20:1.0,1
20:00,20:00.0,東京,,D7,16R,20:4.0,0
20:00,20:00.0,東京,,D5,16L,20:2.9,0
20:05,,沖縄/那覇,,着陸,16L,20:5.0,0
20:05,20:05.0,名古屋/小牧,,D2,16R,20:9.1,0
20:10,20:10.0,宮崎,,D8,16L,20:12.9,0
20:10,20:10.0,名古屋/中部,,D11,16R,20:14.6,0
20:15,20:15.0,沖縄/那覇,,D11,16L,20:19.0,0
20:20,,出雲,,着陸,16R,20:20.0,0
20:20,20:20.0,成田,,D1,16L,20:23.5,0
20:20,,高雄,,欠航,,,
20:25,,名古屋/中部,,着陸,16R,20:25.0,0
20:25,,沖縄/那覇,,着陸,16L,20:25.0,0
20:25,,東京,,着陸,16L,20:26.0,1
20:25,20:25.0,成田,,D3,16R,20:29.2,0
20:30,,東京,,着陸,16L,20:30.0,0
20:30,,高崎,,着陸,16R,20:30.3,1
20:35,,東京,,着陸,16L,20:35.0,0
20:40,20:40.0,名古屋/中部,,D4,16R,20:44.3,0
20:50,,沖縄/那覇,,着陸,16L,20:50.0,0
20:50,20:50.0,東京,,D9,16R,20:54.1,0
20:55,,東京,,着陸,16L,20:55.0,0
20:55,,成田,,着陸,16R,20:55.2,1
20:55,,仙台,,着陸,16L,20:56.0,1
20:55,20:55.0,沖縄/那覇,,D12,16R,20:59.9,0
21:00,,東京,,着陸,16L,21:0.0,0
21:00,,沖縄/那覇,,着陸,16R,21:1.0,1
21:00,21:00.0,東京,,D6,16L,21:3.1,0
21:00,,台北/桃園,,欠航,,,
21:05,21:05.0,東京,,D5,16R,21:8.6,0
21:10,,徳島,,着陸,16L,21:10.0,0
21:10,,小松,,着陸,16R,21:10.0,0
21:10,21:10.0,関西,,D1,16L,21:13.5,0
21:15,,大阪,,着陸,16R,21:15.0,0
21:15,21:15.0,東京,,D11,16L,21:19.0,0
21:20,,新潟,,着陸,16R,21:20.0,0
21:20,21:20.0,東京,,D2,16L,21:23.4,0
21:25,,東京,,着陸,16R,21:25.0,0
21:25,,成田,,着陸,16L,21:25.0,0
21:25,,沖縄/那覇,,着陸,16L,21:26.0,1
21:30,,大阪,,着陸,16R,21:30.0,0
21:30,,名古屋/中部,,着陸,16L,21:30.0,0
21:30,,沖縄/那覇,,着陸,16L,21:31.0,1
21:30,,名古屋/小牧,,着陸,16R,21:31.0,1
21:30,,宮崎,,着陸,16L,21:32.0,2
21:35,,宮崎,,着陸,16R,21:35.0,0
21:35,,東京,,着陸,16L,21:35.0,0
21:45,,東京,,着陸,16L,21:45.0,0
21:55,,東京,,着陸,16R,21:55.0,0
21:55,,東京,,着陸,16L,21:55.0,0
,,,,,,,
平均遅延時間,,78.71504258601,[s],,,,
平均出発遅延時間,,19.840335384889787,[s],,,,
平均到着遅延時間,,137.88265877818057,[s],,,,
