定刻,出発時間,行先,,ゲート番号,滑走路,滑走路到着時間,遅延
13:50,13:50,沖縄/那覇,,D11,X,13:55,0.0
13:50,13:50,東京,,D5,S,13:54,0.0
13:50,,屋久島,,着陸,S,13:56,5.4564564564564835
13:55,13:55,仙台,,D11,X,14:00,0.0
13:55,,東京,,着陸,S,13:58,2.456456456456484
13:55,,対馬,,着陸,S,14:00,4.4564564564564835
14:00,14:00,関西,,D2,S,14:04,0.0
14:00,14:00,札幌/新千歳,,D4,X,14:05,0.0
14:00,,松山,,着陸,S,14:06,5.5885885885886335
14:05,14:05,対馬,,D81,X,14:13,0.0
14:05,14:05,東京,,D7,S,14:09,0.0
14:05,,新潟,,着陸,S,14:11,5.300300300300296
14:05,,東京,,着陸,S,14:13,7.300300300300296
14:05,,プサン,,着陸,X,14:15,9.048048048048077
14:15,14:15,東京,,D10,S,14:20,0.0
14:15,14:15,東京,,D6,X,14:19,0.0
14:15,14:15,香港,,I53,X,14:22,0.0
14:15,,沖縄/那覇,,着陸,S,14:22,6.048048048048076
14:20,,大阪,,着陸,S,14:24,3.0480480480480763
14:25,14:25,札幌/新千歳,,D8,X,14:29,0.0
14:25,14:25,小松,,D82,S,14:32,0.0
14:25,,東京,,着陸,X,14:31,5.9039039039038474
14:25,,成田,,着陸,X,14:33,7.9039039039038474
14:30,14:31,宮崎,,D6,S,14:34,0.09909909909911221
14:30,14:30,鹿児島,,D81,X,14:38,0.0
14:30,,マニラ,,着陸,S,14:36,5.417417417417407
14:30,,東京,,着陸,S,14:38,7.417417417417407
14:40,14:40,新潟,,D3,X,14:45,0.0
14:45,14:45,名古屋/中部,,D1,S,14:49,0.0
14:45,14:45,東京,,D1,X,14:50,0.0
14:45,14:45,台北/桃園,,I56,S,14:53,0.0
14:55,14:55,プサン,,I54,X,15:02,0.0
14:55,,マニラ,,着陸,S,14:55,0.0
14:55,,東京,,着陸,S,14:57,2.0
15:00,15:00,沖縄/那覇,,D11,S,15:05,0.0
15:00,15:00,東京,,D9,X,15:05,0.0
15:00,15:02,大阪,,D11,S,15:07,2.0
15:00,15:00,宮崎,,D82,X,15:08,0.0
15:00,,小松,,着陸,S,15:09,8.297297297297337
15:00,,宮崎,,着陸,X,15:10,9.048048048048077
15:00,,沖縄/那覇,,着陸,S,15:11,10.297297297297337
15:05,,名古屋/中部,,着陸,X,15:12,6.048048048048076
15:10,15:10,成田,,D4,S,15:14,0.0
15:10,15:10,東京,,D2,X,15:15,0.0
15:10,,東京,,着陸,S,15:16,5.327327327327294
15:15,,名古屋/中部,,着陸,X,15:17,1.459459459459443
15:20,,松山,,着陸,S,15:20,0.0
15:25,15:25,東京,,D7,X,15:29,0.0
15:30,15:30,マニラ,,I55,S,15:38,0.0
15:35,15:35,宮崎,,D10,X,15:40,0.0
15:35,,東京,,着陸,S,15:40,4.360360360360331
15:40,,東京,,着陸,S,15:42,1.360360360360331
15:45,,対馬,,着陸,X,15:45,0.0
15:50,15:50,大阪,,D11,S,15:55,0.0
15:50,15:50,沖縄/那覇,,D6,X,15:54,0.0
15:50,,東京,,着陸,X,15:56,5.948948948948964
15:55,15:55,対馬,,D81,S,16:02,0.0
15:55,15:55,名古屋/中部,,D1,X,16:00,0.0
15:55,15:58,東京,,D6,X,16:02,2.7147147147147432
15:55,15:57,マニラ,,I53,S,16:04,1.5105105105104788
15:55,,沖縄/那覇,,着陸,X,16:04,8.663663663663707
16:00,16:02,名古屋/中部,,D5,S,16:06,1.9609609609609226
16:00,,信州松本,,着陸,X,16:06,5.663663663663708
16:00,,名古屋/中部,,着陸,S,16:08,7.417417417417407
16:05,,沖縄/那覇,,着陸,X,16:08,2.663663663663707
16:10,16:10,東京,,D8,S,16:14,0.0
16:10,,東京,,着陸,X,16:10,0.0
16:10,,いわて花巻,,着陸,X,16:12,2.0
16:15,16:15,大阪,,D81,X,16:23,0.0
16:15,,成田,,着陸,S,16:16,0.2732732732732984
16:20,16:20,東京,,D9,S,16:24,0.0
16:20,16:20,東京,,D3,X,16:25,0.0
16:20,,大阪,,着陸,S,16:26,5.831831831831853
16:20,,沖縄/那覇,,着陸,X,16:27,6.327327327327294
16:25,,天草,,着陸,S,16:28,2.831831831831854
16:30,16:30,名古屋/小牧,,D2,X,16:35,0.0
16:30,16:30,仙台,,D82,S,16:37,0.0
16:35,,沖縄/那覇,,着陸,X,16:37,1.459459459459443
16:40,,宮崎,,着陸,S,16:40,0.0
16:45,16:45,沖縄/那覇,,D6,X,16:49,0.0
16:45,16:45,松山,,D11,S,16:50,0.0
16:45,,ソウル/仁川,,着陸,X,16:51,5.948948948948964
16:45,,札幌/新千歳,,着陸,S,16:52,6.2972972972973364
16:50,,東京,,着陸,X,16:53,2.9489489489489644
16:50,,鹿児島,,着陸,S,16:54,3.2972972972973364
16:55,16:55,天草,,D81,X,17:03,0.0
16:55,16:55,沖縄/那覇,,D1,S,16:59,0.0
16:55,16:58,東京,,D7,S,17:01,2.4924924924924805
16:55,,仙台,,着陸,S,17:03,7.792792792792777
17:00,17:00,福江,,D82,X,17:08,0.0
17:00,17:02,成田,,D4,S,17:05,1.4654654654654828
17:00,17:03,沖縄/那覇,,D1,S,17:07,3.0
17:00,,ソウル/仁川,,着陸,S,17:09,8.792792792792776
17:00,,札幌/新千歳,,着陸,X,17:10,9.048048048048077
17:00,,東京,,着陸,S,17:11,10.792792792792776
17:00,,東京,,着陸,X,17:12,11.048048048048077
17:05,17:09,東京,,D10,S,17:13,3.7447447447447
17:05,,宮崎,,着陸,X,17:14,8.048048048048077
17:10,,石垣,,着陸,S,17:15,4.792792792792777
17:15,17:15,高知,,D12,X,17:21,0.0
17:15,,関西,,着陸,S,17:17,1.7927927927927765
17:20,17:20,沖縄/那覇,,D5,S,17:24,0.0
17:25,17:25,新潟,,D81,X,17:33,0.0
17:30,17:30,東京,,D8,S,17:34,0.0
17:30,17:30,出雲,,D81,X,17:38,0.0
17:35,17:35,ソウル/仁川,,I54,S,17:43,0.0
17:35,,対馬,,着陸,X,17:40,4.048048048048076
17:40,17:40,小松,,D82,X,17:48,0.0
17:40,17:41,東京,,D3,S,17:45,0.6756756756756659
17:40,,成田,,着陸,S,17:47,6.13213213213215
17:45,17:45,大阪,,D11,S,17:50,0.0
17:45,,東京,,着陸,X,17:50,4.048048048048076
17:45,,宮崎,,着陸,X,17:52,6.048048048048076
17:50,17:50,東京,,D9,S,17:54,0.0
17:50,,沖縄/那覇,,着陸,X,17:54,3.0480480480480763
17:50,,東京,,着陸,X,17:56,5.048048048048076
17:55,17:55,沖縄/那覇,,D1,S,17:59,0.0
17:55,,東京,,着陸,X,17:58,2.0480480480480763
17:55,,小松,,着陸,X,18:00,4.048048048048076
18:00,18:00,関西,,D2,I,18:13,0.0
18:00,18:00,東京,,D6,AN,18:12,0.0
18:00,18:07,ソウル/仁川,,I53,AN,18:14,6.666666666666667
18:00,,台北/桃園,,着陸,I,18:15,14.087087087087033
18:00,,名古屋/小松,,着陸,AN,18:16,15.948948948948964
18:00,,東京,,着陸,I,18:17,16.08708708708703
18:00,,沖縄/那覇,,着陸,AN,18:18,17.948948948948964
18:05,,台北/桃園,,着陸,I,18:19,13.087087087087033
18:10,18:12,対馬,,D81,AN,18:20,1.855855855855892
18:10,,静岡,,着陸,I,18:21,10.087087087087033
18:15,,名古屋/中部,,着陸,AN,18:22,6.948948948948964
18:20,,東京,,着陸,I,18:23,2.0870870870870326
18:20,,仙台,,着陸,AN,18:24,3.9489489489489644
18:25,18:25,徳島,,D12,I,18:35,0.0
18:25,18:25,宮崎,,D82,AN,18:34,0.0
18:25,,大阪,,着陸,AN,18:36,10.093093093093193
18:30,18:30,静岡,,D5,I,18:42,0.0
18:30,18:30,名古屋/中部,,D11,AN,18:41,0.0
18:30,,仙台,,着陸,AN,18:43,12.495495495495561
18:35,18:35,東京,,D10,I,18:46,0.0
18:35,18:35,沖縄/那覇,,D7,AN,18:47,0.0
18:35,18:36,茨城,,D3,I,18:48,0.4114114114114879
18:40,18:40,名古屋/小牧,,D1,AN,18:53,0.0
18:40,18:40,成田,,D1,I,18:53,0.0
18:40,18:43,成田,,D4,I,18:55,2.4444444444445255
18:40,,天草,,着陸,AN,18:55,14.651651651651628
18:40,,成田,,着陸,I,18:57,16.267267267267258
18:50,,松山,,着陸,AN,18:57,6.651651651651628
18:55,18:55,大阪,,D6,I,19:07,0.0
18:55,,東京,,着陸,AN,18:59,3.6516516516516275
19:00,19:00,仙台,,D82,AN,19:09,0.0
19:00,19:00,東京,,D11,I,19:11,0.0
19:00,,台北/桃園,,欠航,,,
19:00,,福江,,着陸,AN,19:11,10.093093093093193
19:00,,成田,,着陸,AN,19:13,12.093093093093193
19:00,,東京,,着陸,I,19:13,12.111111111111192
19:05,19:05,東京,,D8,AN,19:17,0.0
19:10,19:10,天草,,D81,I,19:18,0.0
19:10,19:10,大阪,,D6,AN,19:22,0.0
19:10,,台北/桃園,,欠航,,,
19:10,,信州松本,,着陸,I,19:20,9.708708708708825
19:15,19:15,東京,,D9,I,19:26,0.0
19:20,19:20,宮崎,,D11,AN,19:31,0.0
19:20,19:20,成田,,D2,I,19:33,0.0
19:20,,高雄,,着陸,AN,19:33,12.495495495495561
19:20,,東京,,着陸,I,19:35,14.087087087087033
19:25,,名古屋/中部,,着陸,AN,19:35,9.495495495495561
19:30,19:30,宮崎,,D82,I,19:38,0.0
19:35,,沖縄/那覇,,着陸,AN,19:37,1.495495495495561
19:35,,札幌/新千歳,,着陸,AN,19:39,3.495495495495561
19:35,,静岡,,着陸,I,19:40,4.708708708708825
19:40,19:40,成田,,D4,AN,19:53,0.0
19:40,,高知,,着陸,I,19:42,1.7087087087088244
19:40,,成田,,着陸,I,19:44,3.7087087087088246
19:50,19:50,東京,,D10,I,20:01,0.0
19:50,,対馬,,着陸,AN,19:55,4.2072072072071025
19:55,19:55,静岡,,D1,AN,20:08,0.0
19:55,,東京,,着陸,I,20:03,7.363363363363411
20:00,20:00,東京,,D7,I,20:12,0.0
20:00,20:00,東京,,D5,AN,20:13,0.0
20:00,,台北/桃園,,着陸,I,20:14,13.348348348348372
20:00,,奄美大島,,着陸,AN,20:15,14.078078078078155
20:00,,名古屋/中部,,着陸,I,20:16,15.348348348348372
20:05,20:05,名古屋/小牧,,D2,AN,20:18,0.0
20:05,,沖縄/那覇,,着陸,I,20:18,12.348348348348372
20:10,20:10,宮崎,,D8,I,20:22,0.0
20:10,20:10,名古屋/中部,,D11,AN,20:21,0.0
20:15,20:15,沖縄/那覇,,D11,AN,20:26,0.0
20:20,20:20,成田,,D1,I,20:33,0.0
20:20,,高雄,,欠航,,,
20:20,,出雲,,着陸,AN,20:28,7.495495495495561
20:25,20:25,成田,,D3,AN,20:38,0.0
20:25,,名古屋/中部,,着陸,I,20:35,9.26726726726726
20:25,,沖縄/那覇,,着陸,I,20:37,11.26726726726726
20:25,,東京,,着陸,I,20:39,13.26726726726726
20:30,,東京,,着陸,AN,20:40,9.336336336336293
20:30,,高崎,,着陸,I,20:41,10.26726726726726
20:35,,東京,,着陸,AN,20:42,6.336336336336292
20:40,20:40,名古屋/中部,,D4,I,20:52,0.0
20:50,20:50,東京,,D9,AN,21:01,0.0
20:50,,沖縄/那覇,,着陸,I,20:54,3.8228228228227334
20:55,20:55,沖縄/那覇,,D12,I,21:05,0.0
20:55,,東京,,着陸,AN,21:03,7.966966966966963
20:55,,成田,,着陸,AN,21:05,9.966966966966963
20:55,,仙台,,着陸,I,21:07,11.852852852852811
21:00,21:00,東京,,D6,AN,21:12,0.0
21:00,,台北/桃園,,欠航,,,
21:00,,東京,,着陸,I,21:09,8.852852852852811
21:00,,沖縄/那覇,,着陸,I,21:11,10.852852852852811
21:05,21:05,東京,,D5,I,21:17,0.0
21:10,21:10,関西,,D1,AN,21:23,0.0
21:10,,徳島,,着陸,I,21:19,8.693693693693785
21:10,,小松,,着陸,I,21:21,10.693693693693785
21:15,21:15,東京,,D11,I,21:26,0.0
21:15,,大阪,,着陸,AN,21:25,9.651651651651628
21:20,21:20,東京,,D2,AN,21:33,0.0
21:20,,新潟,,着陸,I,21:28,7.1111111111111915
21:25,,東京,,着陸,I,21:30,4.1111111111111915
21:25,,成田,,着陸,I,21:32,6.1111111111111915
21:25,,沖縄/那覇,,着陸,I,21:34,8.111111111111192
21:30,,大阪,,着陸,AN,21:35,4.471471471471402
21:30,,名古屋/中部,,着陸,I,21:36,5.1111111111111915
21:30,,沖縄/那覇,,着陸,AN,21:37,6.471471471471402
21:30,,名古屋/小牧,,着陸,I,21:38,7.1111111111111915
21:30,,宮崎,,着陸,AN,21:39,8.471471471471402
21:35,,宮崎,,着陸,I,21:40,4.1111111111111915
21:35,,東京,,着陸,AN,21:41,5.471471471471402
21:45,,東京,,着陸,I,21:45,0.0
21:55,,東京,,着陸,AN,21:55,0.0
21:55,,東京,,着陸,I,21:55,0.0
,,,,,,,
平均遅延時間,177.43187356090593,[s],,,,,
平均出発遅延時間,22.004281509232037,[s],,,,,
平均到着遅延時間,333.6327372148271,[s],,,,,
